stage,objective
1,3.021782073296152e6
2,4.36452709236455e6
3,3.813737807333082e6
4,3.880918661712356e6
5,3.607895772423744e6
6,2.2848539849999994e6
7,3.0217660822037086e6
8,1.8630177876237705e6
9,1.4786415790999979e6
10,982244.5792675111
11,3.021770553892754e6
12,2.2848528139999993e6
13,1.0051572598192096e6
14,922003.0339932572
15,2.197248832394855e6
16,1.863026646183163e6
17,2.116420867207559e6
18,3.021769313670812e6
19,3.7664933695686534e6
20,3.74475269395479e6
21,802952.1620895616
22,248406.47561929573
23,245083.02260000003
