stage,objective
1,988622.7788905874
2,1.0431926111333519e6
3,1.847037859199945e6
4,1.8630213919999972e6
5,1.8630223991031572e6
6,2.284849110271193e6
7,2.2848530038563423e6
8,1.6375910964999981e6
9,1.972459086699713e6
10,3.1988637879290134e6
11,2.284849738520365e6
12,3.520172843999997e6
13,3.021788102190066e6
14,3.021794484037433e6
15,4.1043848882206753e6
16,5.160474719688073e6
17,4.819082674105141e6
18,4.83780209917818e6
19,4.837803435078867e6
20,4.268518740313478e6
21,2.683948515811568e6
22,663569.737555278
23,531409.4405686401
