plant,unit,value
1,1,650.15
1,2,1339.2
1,3,6.12
1,4,177.53399999999988
1,5,149.56023786802692
1,6,20.44
1,7,507.84
1,8,11.88
1,9,254.6478
1,10,227.64790000000005
1,11,270.2
1,12,193.0
1,13,33.75383172786403
1,14,140.12
1,15,27.51
1,16,61.77
1,17,144.84
1,18,406.12
1,19,461.5
1,20,399.99890000000005
1,21,87.68165921921042
1,22,162.0
1,23,128.44
1,24,142.82
1,25,19.6
1,26,58.0
1,27,100.64
1,28,7.8
1,29,33.6
1,30,162.8
1,31,80.0
1,32,206.80061030909712
1,33,190.92
1,34,105.78
1,35,14.08
1,36,98.6
1,37,850.8769999999997
1,38,631.2709321590919
1,39,1.0
1,40,196.3598
1,41,61.25
1,42,125.28543733242051
1,43,10.8
2,1,15.18
2,2,271.6
2,3,271.6
2,4,333.2
2,5,38.64
2,6,58.5
2,7,2.64
2,8,15.510799999999985
2,9,71.5
2,10,117.28879999999995
2,11,230.0478988788579
2,12,334.65420000000006
2,13,4.8
2,14,109.96859999999997
2,15,274.85
2,16,12.5
2,17,467.2
3,1,3.77
3,2,3.19
3,3,9.92
3,4,3.19
3,5,63.03399999999987
3,6,41.04
3,7,40.5
3,8,3.77
3,9,4.35
3,10,145.2
3,11,61.49499999999852
3,12,3.77
3,13,4.35
3,14,90.65372970956203
3,15,329.64
3,16,55.63981833254005
3,17,56.62
3,18,4.35
3,19,29.58
3,20,4.35
3,21,65.52
3,22,3.77
3,23,3.77
3,24,19.57
3,25,31.28
3,26,11.66
3,27,14.52
3,28,117.18
3,29,19.5
3,30,29.64
3,31,64.98
3,32,509.0540000000001
3,33,140.10439045331816
4,1,58.1
4,2,58.1
