stage,objective
1,4.819083480444804e6
2,4.837816600775674e6
3,4.819100140831053e6
4,4.721064075873375e6
5,4.550869880324364e6
6,3.036334651100002e6
7,3.0217702182882577e6
8,2.284854922379542e6
9,1.5281790254999995e6
10,2.209386745287571e6
11,3.021769858153343e6
12,1.5281741733298246e6
13,1.0431867068872247e6
14,1.8630199637501724e6
15,3.857480155706525e6
16,2.2848564004999995e6
17,1.8630244694999997e6
18,1.8618043773920927e6
19,532869.8971192916
20,340103.8847974455
21,291881.09390984545
22,759851.1395049139
23,763649.2280282982
