stage,objective
1,3.5201727334455103e6
2,3.9925524258066714e6
3,3.5201786628371626e6
4,3.0217716001164764e6
5,3.0217702484683245e6
6,2.284852938510157e6
7,2.0090359766905122e6
8,2.284853301297713e6
9,961920.2832782753
10,510598.45006000064
11,256469.10677999957
12,268727.8094899999
13,256468.61279000016
14,248405.64056646638
15,248404.69891802128
16,245100.51847424894
17,245107.08860678552
18,245098.64736613282
19,245091.64971525606
20,245085.4030205796
21,245084.18493999995
22,245087.01191427076
23,245083.39021034847
