stage,objective
1,3.0217825340539142e6
2,3.0217665557731315e6
3,3.5201763188932836e6
4,3.0217745026563853e6
5,3.1520326198807657e6
6,3.021770358991459e6
7,2.2848498704500683e6
8,3.021768244291708e6
9,3.021769888347402e6
10,3.508382219499998e6
11,3.021769649595551e6
12,716937.0780999996
13,2.209392710954897e6
14,1.8630206487240884e6
15,2.209390168545965e6
16,2.116421330582248e6
17,1.0431883012600001e6
18,826468.2890936797
19,1.2639312122600004e6
20,291864.73514
21,256471.06815553526
22,248405.56726685943
23,245084.98669445777
