stage,objective
1,3.021778325111106e6
2,3.712108332771629e6
3,2.700234804518141e6
4,3.02177285438551e6
5,2.6839518012394086e6
6,2.116423453789886e6
7,2.2848531861587055e6
8,1.5281791235000007e6
9,1.5281789765000008e6
10,2.1164226164679416e6
11,802945.2871599998
12,510597.86505999975
13,281653.7712520305
14,279611.97874783166
15,256485.08805958927
16,291866.6922482811
17,716934.7345449068
18,802943.8120237626
19,248406.43735012214
20,248413.64140191255
21,248408.35713999998
22,245091.08694
23,245083.02260000003
