plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.0
1,4,246.18599999999998
1,5,241.08399999999997
1,6,28.0
1,7,529.0
1,8,13.64
1,9,255.0
1,10,235.0
1,11,386.0
1,12,351.26
1,13,39.15
1,14,221.48
1,15,17.03
1,16,87.0
1,17,204.0
1,18,793.78
1,19,839.93
1,20,400.0
1,21,100.0
1,22,200.0
1,23,169.0
1,24,280.74781099972404
1,25,28.0
1,26,75.6938595608283
1,27,198.56
1,28,9.3
1,29,21.84
1,30,347.6
1,31,52.0
1,32,258.0
1,33,258.0
1,34,219.3
1,35,8.32
1,36,125.8
1,37,1058.0
1,38,1016.8320000000001
1,39,0.0
1,40,197.0
1,41,122.5
1,42,200.20599999999976
1,43,7.02
2,1,17.653695272601286
2,2,465.6
2,3,465.6
2,4,350.0
2,5,43.47
2,6,72.0
2,7,3.92
2,8,19.582399999999996
2,9,98.5
2,10,132.0
2,11,262.0
2,12,363.0
2,13,0.0
2,14,126.0
2,15,320.0
2,16,19.1
2,17,640.0
3,1,4.94
3,2,4.29
3,3,12.48
3,4,4.29
3,5,0.7000000000000013
3,6,47.12
3,7,46.5
3,8,4.94
3,9,5.85
3,10,215.6
3,11,81.4
3,12,5.07
3,13,5.85
3,14,135.24
3,15,347.0
3,16,104.3
3,17,104.3
3,18,5.85
3,19,38.92336589883675
3,20,5.85
3,21,123.11588722107395
3,22,5.07
3,23,5.07
3,24,13.39
3,25,36.72
3,26,6.89
3,27,8.58
3,28,178.56
3,29,35.5
3,30,20.28
3,31,120.03098454144408
3,32,533.0
3,33,274.55
4,1,116.2
4,2,116.2
