stage,objective
1,4.819086133499995e6
2,5.160490179611951e6
3,5.170944160089493e6
4,9.38793158604972e6
5,9.359878653162837e6
6,9.360222093014657e6
7,4.188919354000002e6
8,5.108023655000001e6
9,5.280172919886e6
10,4.0863909197278395e6
11,3.021770050206013e6
12,844387.1207599994
13,510602.7030188609
14,802953.4070141613
15,802973.9740984952
16,291899.84259584406
17,389629.89198504016
18,336143.7901400002
19,476244.98569629434
20,802947.7912600003
21,1.5002221117414562e6
22,1.863019841455784e6
23,358835.5535676759
