stage,objective
1,2.421441099878192e6
2,2.1164207529999986e6
3,1.2639381071329638e6
4,1.0431857118535899e6
5,1.2639273138599992e6
6,1.2315266546681933e6
7,844388.1097028665
8,1.0431865832599998e6
9,907654.0538615063
10,761277.671109695
11,256469.48479000013
12,258889.91552626016
13,256495.07818284584
14,256537.13329180237
15,248506.52112390567
16,256481.18523776834
17,256473.158314744
18,248406.34817999997
19,248404.95617999998
20,256467.39042000007
21,245086.44578
22,245084.04822336312
23,245092.0897799605
