stage,objective
1,3.0217759787567034e6
2,3.021769607742101e6
3,3.0217698730210364e6
4,3.2460966718176454e6
5,3.021767332044773e6
6,3.2460967147023827e6
7,3.0217704638544098e6
8,3.5201740938920155e6
9,3.02177302102565e6
10,3.0217700145050623e6
11,3.6964083663492054e6
12,4.837807644499995e6
13,3.696412273499999e6
14,5.126743773132466e6
15,5.126740276913099e6
16,5.160476248403102e6
17,5.126738646760885e6
18,3.0217707176071145e6
19,2.1084008682566797e6
20,340083.09974
21,1.424488089439854e6
22,1.367635703699212e6
23,1.4064421479725644e6
