stage,objective
1,3.021773768304825e6
2,3.036333835260324e6
3,3.7121132290172726e6
4,3.0217714965780973e6
5,3.152031262952924e6
6,3.7993586352625564e6
7,4.188916865859203e6
8,3.955287340999998e6
9,4.364527223020233e6
10,4.36452483492475e6
11,4.837805317913249e6
12,3.247292082316436e6
13,3.0217842464924864e6
14,3.916493680151265e6
15,4.81909062706048e6
16,4.8378126941143945e6
17,3.2460959333683886e6
18,1.043188392260001e6
19,3.0217713375000004e6
20,2.1101527366533373e6
21,1.5044289871496195e6
22,3.696404517822438e6
23,245087.65887244145
