stage,objective
1,3.9925452984476984e6
2,5.16047188448298e6
3,9.459419488999993e6
4,9.387932795345902e6
5,9.359876558041722e6
6,9.360225695000008e6
7,9.418960796237886e6
8,3.3467844928647235e7
9,5.5938279918804795e7
10,1.0150031182675618e8
11,2.086020348261556e7
12,4.092975602793917e6
13,4.837809537849247e6
14,5.126747185290411e6
15,3.235492900348529e6
16,5.160475033661641e6
17,9.359877496294558e6
18,9.360220405928202e6
19,9.418961508375332e6
20,9.443360019741751e6
21,9.474442877501078e6
22,1.7583699282163035e7
23,1.5708710760948718e7
