region,depth,value
1,1,0.0
1,2,0.0
1,3,545.7
1,4,335.05
2,1,0.0
2,2,0.0
2,3,545.7
2,4,335.05
3,1,0.0
3,2,0.0
3,3,414.6026330758623
3,4,670.1
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
