stage,objective
1,1.5319098211366087e6
2,2.2848546274124235e6
3,2.116428211673282e6
4,2.116429002150625e6
5,1.2639289030152597e6
6,803668.9591099247
7,803668.2396931425
8,1.2639311569071524e6
9,1.863018606048163e6
10,2.2848485748984963e6
11,1.4431312036747076e6
12,532849.3326854836
13,716934.8316000002
14,729984.4536000006
15,803676.6488319058
16,862335.3936200887
17,1.2639309735000003e6
18,1.0581000470644543e6
19,822971.77421
20,466103.9687399999
21,375097.29073999973
22,532506.8720031803
23,247954.45196352413
