stage,objective
1,3.520169450059846e6
2,3.9925464440341443e6
3,4.1889214826152027e6
4,4.18891938309519e6
5,3.1520327095e6
6,3.021773280500002e6
7,3.021772214944601e6
8,3.0217734184999987e6
9,3.036331997370094e6
10,4.1043862065000013e6
11,9.785724604013592e6
12,9.429303019315556e6
13,9.501644490161434e6
14,9.5348438200593e6
15,9.459427365062326e6
16,1.8485385465858787e7
17,1.0736906043177158e7
18,8.70560935834419e6
19,9.726013348427586e6
20,1.3467811495202608e7
21,8.799563880200213e6
22,8.623463965913052e6
23,1.2526977946680235e6
