stage,objective
1,1.8630470833398849e6
2,2.1414428985427245e6
3,1.8630314415648282e6
4,532853.4725317005
5,1.2639273138599992e6
6,802947.5660559721
7,870354.1492216401
8,735076.6249855347
9,802948.6357607786
10,803668.9616
11,510597.3319000006
12,1.0431843927599993e6
13,1.3863599979472645e6
14,1.263941373613391e6
15,291908.85439397953
16,510598.09409346525
17,492048.10831378587
18,741196.6963211689
19,1.0051600834177407e6
20,1.0934160752541367e6
21,1.4239931189881978e6
22,1.475723953807695e6
23,660205.8150143734
