stage,objective
1,3.712117415036857e6
2,3.0217753913492635e6
3,3.021783809192285e6
4,2.898867717013687e6
5,2.1164203823632e6
6,844390.2172554396
7,1.478645230195403e6
8,1.8630227514999993e6
9,1.52817834307931e6
10,1.5319004451638162e6
11,1.2059297028680108e6
12,1.5281782994999997e6
13,3.021777371373307e6
14,3.2460998015e6
15,4.837807809500001e6
16,5.160474214144863e6
17,5.126737884914953e6
18,3.6964132004999965e6
19,2.209394074499999e6
20,3.6964133384999987e6
21,3.0217733204999994e6
22,1.871457117185596e6
23,760804.6750067634
