stage,objective
1,3.021782521791823e6
2,3.0217796640031636e6
3,3.0217743192449436e6
4,3.0217720791072473e6
5,3.6078956720355973e6
6,3.308058076428786e6
7,3.0217713374999985e6
8,3.021771471500002e6
9,3.03633085971044e6
10,3.992542914667256e6
11,3.9925453942972273e6
12,2.116418812416278e6
13,2.2093893425089754e6
14,3.021785960158527e6
15,3.60937618728932e6
16,2.1513716325675417e6
17,3.021768227658704e6
18,3.0217688156771082e6
19,2.284852198291052e6
20,2.284850783419219e6
21,3.411865786732549e6
22,527496.2208561758
23,248533.27081032156
