stage,objective
1,3.9925468935000002e6
2,3.992549175830841e6
3,3.021779136269912e6
4,3.02177140064843e6
5,3.021769319766164e6
6,3.021767835980378e6
7,3.0217714379999973e6
8,1.9043846830518804e6
9,1.9034578325282037e6
10,2.2848563894999996e6
11,802946.8860804457
12,291863.91114000045
13,248407.06932000024
14,256471.01715290127
15,256479.01725053135
16,256469.44017999992
17,248404.16498000012
18,245090.43930698466
19,245092.2784384892
20,245093.56978489354
21,247265.017784241
22,245091.08694
23,245085.14168836147
