stage,objective
1,2.2848541543879732e6
2,3.0217792066596374e6
3,2.116423402185142e6
4,1.0431862655111998e6
5,1.2639278377946764e6
6,1.5281760456579998e6
7,1.0051624692599997e6
8,843669.5382599998
9,1.6819269911314063e6
10,1.2639293436000012e6
11,2.2848525002693348e6
12,2.284850643728677e6
13,870355.2172599994
14,907657.4274166748
15,713565.8921870477
16,615309.4816117892
17,532849.5635000002
18,587108.9042100003
19,618835.0450108764
20,376250.5671400002
21,500932.92617659643
22,363373.7661996008
23,245087.32171322734
