stage,objective
1,4.819085915854767e6
2,4.837819505725712e6
3,3.9925505259267837e6
4,3.662810155954577e6
5,3.594468077311881e6
6,3.246100800499998e6
7,2.5770042192404866e6
8,3.0217734184999987e6
9,3.0217687538552396e6
10,3.0217715578090698e6
11,5.16146870530428e6
12,3.7993623224622235e6
13,3.6964122734999955e6
14,3.24689779835891e6
15,2.20940390530576e6
16,4.1889263302169144e6
17,5.934197472287729e6
18,9.360219881200835e6
19,9.418961323676407e6
20,1.2111392407910377e7
21,5.170949455000002e6
22,5.126738996591462e6
23,2.7375966550928345e6
