stage,objective
1,4.819082896891221e6
2,4.1044056930383593e6
3,3.992549013439119e6
4,4.188925367725089e6
5,4.1889151119486243e6
6,3.712108766019836e6
7,3.571270042270355e6
8,3.03633305771254e6
9,3.7121085004363805e6
10,4.364526458181299e6
11,3.712114159500003e6
12,2.53411064494833e6
13,3.9048054529968128e6
14,3.0217809421948157e6
15,3.0217892457436547e6
16,3.021772683847945e6
17,1.8630209853632338e6
18,510596.6040599998
19,1.0051610417600004e6
20,309997.8417399998
21,802948.1299168344
22,245085.5542194535
23,245083.02260000003
