stage,objective
1,2.2848516307393536e6
2,958027.2736428492
3,804642.5020999033
4,599971.803739382
5,373847.8132290803
6,663349.5230999999
7,802946.040036492
8,741195.069898013
9,532850.7164600007
10,419144.183022866
11,802944.6089511495
12,373847.69859999977
13,673591.9528081072
14,291879.0427812096
15,585964.4378967788
16,802948.7365590977
17,1.5281720366156772e6
18,510595.3783864961
19,716315.0412881044
20,1.5281736626358405e6
21,927255.8781797187
22,2.6836739447569917e6
23,294418.50383482216
