stage,objective
1,4.819084511194125e6
2,4.837812278255433e6
3,5.16047659653005e6
4,5.160478127595767e6
5,5.6981506127176285e6
6,5.160470380391076e6
7,9.418961437234163e6
8,9.443355298118234e6
9,1.1858562334167391e7
10,8.073458778492525e6
11,4.819082222476639e6
12,4.837804716648132e6
13,4.837802986443795e6
14,5.126746624604531e6
15,5.170953207631014e6
16,9.38793793574252e6
17,5.1267435955e6
18,8.779852936827078e6
19,4.416770336910199e6
20,7.726477374061499e6
21,9.474445237787653e6
22,3.8078553416329147e6
23,5.96575593877909e6
