stage,objective
1,3.9925468935000002e6
2,3.2460998015e6
3,3.9925432505702227e6
4,4.104379351026505e6
5,3.992543427058235e6
6,3.5201696471772045e6
7,3.021770107405387e6
8,3.0217734184999987e6
9,3.152031340557307e6
10,3.0217677611251995e6
11,1.4786442762315776e6
12,802946.3991476577
13,1.3198448083426189e6
14,268727.5736856917
15,268735.23010938335
16,510595.5508906841
17,729984.8509603087
18,1.0431822364117326e6
19,796958.3963227654
20,1.0431844377594115e6
21,3.195783319074643e6
22,1.5281742060999996e6
23,485565.29155395896
