stage,objective
1,2.2848538715650663e6
2,3.021776417653993e6
3,2.284862901191488e6
4,1.8630247056236863e6
5,2.116421086099997e6
6,2.284853468167126e6
7,1.5281770425000004e6
8,1.5281771765e6
9,1.0431958968594894e6
10,2.1164285726418644e6
11,1.242327348834144e6
12,1.9113875052712113e6
13,3.021772353500001e6
14,3.0217745390453152e6
15,3.2461054217658676e6
16,3.036336028577771e6
17,3.7993598693912514e6
18,3.021769225136753e6
19,3.0217702938049734e6
20,5.060901642563984e6
21,2.1428674866107064e6
22,4.364525356247103e6
23,306209.37802922406
