stage,objective
1,3.9925436685308665e6
2,5.160478803740412e6
3,9.459414887352094e6
4,9.387933934899539e6
5,9.359878072565198e6
6,1.3591665718548626e7
7,1.8583347077866197e7
8,1.8025599570959374e7
9,7.824086673230132e7
10,6.671894548161639e7
11,2.6839535265999995e6
12,1.787794002691079e6
13,1.5281706220555138e6
14,927286.3953610864
15,256494.79352036212
16,267089.9256105791
17,248407.9355439169
18,256470.08517999994
19,245087.59717999992
20,245086.1993503922
21,245088.93889549212
22,245083.1126
23,245083.02260000003
