stage,objective
1,802948.3217878304
2,389633.27822528034
3,340088.9930439349
4,336145.59629445896
5,336154.79931042343
6,663350.2020005733
7,532848.7425599992
8,310000.5239995504
9,336143.98254000023
10,927258.8112599999
11,1.528175033158876e6
12,532847.9569600001
13,1.5281780543258097e6
14,1.5281821046994366e6
15,1.7341442985331826e6
16,4.065340570181027e6
17,2.910130412402224e6
18,1.863042563472949e6
19,1.4288508469026806e6
20,3.0217780715593463e6
21,1.19346690495646e6
22,1.3395819301755894e6
23,348650.84059036424
