stage,objective
1,3.9925468935000002e6
2,3.6964104167984948e6
3,3.0217763637275025e6
4,3.992547495527163e6
5,3.1520327095e6
6,3.0363354935000017e6
7,3.0217713374999985e6
8,3.0217734184999987e6
9,3.563168137313299e6
10,3.2685796221940517e6
11,2.558227512424756e6
12,3.021772594499998e6
13,2.2848572673271038e6
14,3.021792704486016e6
15,3.9552868594999984e6
16,4.104386417503003e6
17,3.2460975042906515e6
18,3.0217702947345246e6
19,3.021769115455685e6
20,3.021768561176479e6
21,3.520172447438691e6
22,1.528172844938579e6
23,3.5472315812712144e6
