plant,unit,value
1,1,657.0
1,2,1350.0
1,3,2.52
1,4,240.1363920196709
1,5,223.25199999999998
1,6,27.72
1,7,529.0
1,8,13.64
1,9,255.0
1,10,235.0
1,11,378.28
1,12,312.66
1,13,39.15
1,14,219.22
1,15,20.96
1,16,85.26
1,17,199.92
1,18,706.3562590204691
1,19,747.63
1,20,400.0
1,21,100.0
1,22,200.0
1,23,167.31
1,24,239.32
1,25,27.44
1,26,78.34948194522882
1,27,168.64
1,28,8.4
1,29,20.16
1,30,277.2
1,31,48.21593191007956
1,32,258.0
1,33,255.42
1,34,180.6
1,35,12.8
1,36,129.2
1,37,1048.137
1,38,955.0800000000002
1,39,0.0
1,40,197.0
1,41,108.5
1,42,189.52
1,43,6.48
2,1,17.16
2,2,436.5
2,3,436.5
2,4,350.0
2,5,43.47
2,6,71.1
2,7,3.88
2,8,18.955999999999996
2,9,97.75
2,10,131.47459999999998
2,11,260.85540000000003
2,12,363.0
2,13,2.88
2,14,126.0
2,15,320.0
2,16,17.15
2,17,633.6
3,1,5.2
3,2,4.4
3,3,14.08
3,4,4.4
3,5,24.940999999999967
3,6,47.12
3,7,46.5
3,8,5.2
3,9,6.0
3,10,213.4
3,11,70.87966915650819
3,12,5.2
3,13,6.0
3,14,133.86
3,15,347.0
3,16,92.38
3,17,92.38
3,18,6.0
3,19,40.8
3,20,6.0
3,21,104.16
3,22,5.2
3,23,5.2
3,24,15.45
3,25,35.36
3,26,10.447883320998583
3,27,13.2
3,28,171.12
3,29,31.0
3,30,23.4
3,31,106.02
3,32,533.0
3,33,228.68476411859788
4,1,102.92
4,2,102.92
