stage,objective
1,3.0217810390297994e6
2,3.0217692985423207e6
3,2.7002432759925574e6
4,2.139166605160333e6
5,3.021771650279708e6
6,3.0217678352514133e6
7,3.2461006459153667e6
8,3.5201727127557173e6
9,3.7121117934999987e6
10,4.1889143019142896e6
11,4.364525715712637e6
12,4.0514099100459367e6
13,3.0217733044999987e6
14,3.0217835305712298e6
15,3.021777050559642e6
16,3.515014805838339e6
17,3.02177054078223e6
18,2.2848525182604026e6
19,4.2100246323968e6
20,4.592407405039869e6
21,1.5754852611724216e7
22,2.521764146636935e6
23,1.8636116986627148e6
