stage,objective
1,3.520169791953072e6
2,3.4118828980198726e6
3,3.02177743296133e6
4,3.5424374116057903e6
5,3.2460962074697167e6
6,3.021771333499998e6
7,3.1520328044999987e6
8,3.4118683371977955e6
9,3.900173031498015e6
10,5.12673802761361e6
11,4.919066619387805e6
12,4.188918218050368e6
13,5.1604735625e6
14,9.53484242754352e6
15,9.459418632866412e6
16,5.170949347499996e6
17,4.364530286499999e6
18,5.137526559983373e6
19,5.135261882766351e6
20,8.243152418942656e6
21,5.0582744987000026e7
22,4.141359192786513e7
23,7.707330219148014e6
