stage,objective
1,3.9925435165034235e6
2,5.160491444241598e6
3,9.459418987589195e6
4,9.387936764641479e6
5,9.35987737589553e6
6,9.360223987762049e6
7,9.418962209077284e6
8,9.443361263410896e6
9,1.875852229957752e7
10,1.1921959366795681e7
11,4.819080868177794e6
12,3.021771165973425e6
13,1.5281966988617033e6
14,927311.4674016759
15,3.520176389497012e6
16,3.021766976523254e6
17,1.8630181201628875e6
18,1.5281722676959336e6
19,1.005160579214381e6
20,1.637585841468444e6
21,3.888653030724846e6
22,7.599428900844469e6
23,2.2741930490435427e6
