stage,objective
1,3.0217704530000016e6
2,1.4786523388235532e6
3,1.4786447861555107e6
4,1.0431868527031206e6
5,1.2639277603284009e6
6,1.5281789855000004e6
7,2.6715890257560983e6
8,2.960533014046412e6
9,2.959668905949002e6
10,3.1843243952647187e6
11,256473.45972045138
12,268729.13821
13,256490.70575134782
14,248433.81567543838
15,248422.51484341593
16,253524.93275229982
17,258243.06643947097
18,291862.7322099998
19,357357.57881016703
20,990780.4184864098
21,758714.6844635918
22,329710.28519221395
23,245084.82215148423
