stage,objective
1,3.992544954889372e6
2,3.411881354889393e6
3,3.0217752333636135e6
4,2.4214395526827425e6
5,2.116418942168601e6
6,1.8630210028627627e6
7,1.8630185294370912e6
8,1.8630181555429734e6
9,1.4786433798080534e6
10,741198.6521000005
11,256469.13105432456
12,256479.3628761135
13,256466.08059945563
14,253570.6356342393
15,248438.06965505192
16,245096.09613379487
17,245091.64899609936
18,245085.50347547513
19,245088.21157830185
20,245093.23646799068
21,245098.75360638596
22,245091.63027954244
23,245083.02260000003
