region,depth,value
1,1,2301.75
1,2,69.5
1,3,0.0
1,4,343.55
2,1,2301.75
2,2,0.0
2,3,0.0
2,4,343.55
3,1,3711.9768108823555
3,2,0.0
3,3,0.0
3,4,687.1
4,1,0.0
4,2,0.0
4,3,0.0
4,4,505.69602673893087
