plant,unit,value
1,1,630.97
1,2,1300.0100994850895
1,3,6.48
1,4,166.0919999999998
1,5,131.76537636613432
1,6,17.64
1,7,459.77480000001566
1,8,10.12
1,9,252.53459999999998
1,10,224.14690000000007
1,11,232.6950637155229
1,12,165.98
1,13,33.35
1,14,128.82
1,15,30.13
1,16,53.94
1,17,126.48
1,18,378.43
1,19,392.34629289935583
1,20,399.99790000000013
1,21,77.0
1,22,148.45888719165524
1,23,108.69509690027616
1,24,146.68
1,25,17.36
1,26,56.930213624572424
1,27,101.66467253658699
1,28,6.9
1,29,38.64
1,30,167.2
1,31,92.0
1,32,183.18
1,33,163.8722964114894
1,34,98.04
1,35,14.72
1,36,91.8
1,37,738.8484498995313
1,38,570.7783807851996
1,39,1.8
1,40,192.51859999999996
1,41,61.80243098155286
1,42,115.36
1,43,12.42
2,1,12.805000000004496
2,2,242.08536128750646
2,3,252.2
2,4,317.8
2,5,37.03
2,6,54.777104083621396
2,7,2.28
2,8,14.98879999999998
2,9,67.75
2,10,112.03479999999992
2,11,218.50520000000023
2,12,321.1562000000001
2,13,4.32
2,14,102.33459999999997
2,15,253.35
2,16,11.45
2,17,399.6727798766669
3,1,3.9
3,2,3.3
3,3,9.6
3,4,3.3
3,5,51.58900000000087
3,6,38.0
3,7,37.5
3,8,3.9
3,9,4.5
3,10,134.28974537344152
3,11,61.17490206064947
3,12,3.9
3,13,4.5
3,14,84.18
3,15,322.2
3,16,55.13
3,17,54.182667969062
3,18,4.5
3,19,30.6
3,20,4.5
3,21,66.55617848723463
3,22,3.9
3,23,3.9
3,24,23.69
3,25,31.28
3,26,12.19
3,27,15.18
3,28,107.88
3,29,18.5
3,30,35.88
3,31,63.27
3,32,498.0020000000001
3,33,130.11897990707934
4,1,59.76
4,2,59.76
