region,depth,value
1,1,298.0380655988539
1,2,44.06
1,3,43.736
1,4,47.705
2,1,138.99525261403224
2,2,22.03
2,3,10.934000000000001
2,4,20.445
3,1,186.204
3,2,11.015
3,3,10.934000000000001
3,4,34.075
4,1,33.55389940904386
4,2,0.0
4,3,9.11202090239944
4,4,37.20212711391926
