stage,objective
1,3.0217809031233937e6
2,3.036336432649456e6
3,3.021769420202054e6
4,2.116419984978564e6
5,2.700230737061627e6
6,3.0217667474749163e6
7,3.246099388330035e6
8,3.0217685789089575e6
9,1.8630202576993555e6
10,741198.6521000005
11,1.8630206590000018e6
12,2.558208720431365e6
13,4.188913122819051e6
14,3.0217772013401985e6
15,1.8630292291794438e6
16,2.2848548749461323e6
17,951674.178913353
18,310000.65014000004
19,336143.7941399999
20,1.04318631122697e6
21,3.0217728024999993e6
22,828360.8343257888
23,1.1582461588409687e6
