stage,objective
1,1.531916506692376e6
2,1.5281737447056323e6
3,1.6287416692885011e6
4,1.863023677755013e6
5,1.8630229348297976e6
6,1.4786426789714843e6
7,1.5281770425000004e6
8,1.0431865832599998e6
9,2.153691302582685e6
10,964404.3480000012
11,1.0051581465422865e6
12,1.0051590617266707e6
13,2.0632453996022884e6
14,4.188917640785493e6
15,3.9552852490054592e6
16,5.126740580469932e6
17,3.4118692214081027e6
18,3.6964132005000003e6
19,3.986062241042245e6
20,3.7121372069500424e6
21,6.547059733987844e6
22,2.177633348959813e6
23,1.3125398205407886e6
