stage,objective
1,1.8630231113783568e6
2,1.5281880228052437e6
3,2.7260574261678755e6
4,3.021772115169935e6
5,3.590113142545365e6
6,3.799363262090549e6
7,3.2460980183364972e6
8,3.9552819310620204e6
9,3.992542292294733e6
10,4.837806046089157e6
11,4.919069156787485e6
12,4.779474782012306e6
13,9.501645699150011e6
14,9.534844668034822e6
15,1.8711077898480833e7
16,1.848538955180213e7
17,1.8396799940990448e7
18,1.8397886012600005e7
19,1.8583347503061727e7
20,1.8660385516000003e7
21,1.744125366230491e7
22,6.3161505264597364e7
23,4.7090026231483564e7
