stage,objective
1,3.0217830166303515e6
2,3.992542651109293e6
3,5.16047424057661e6
4,5.16047125240536e6
5,5.126738845719725e6
6,9.36022185119021e6
7,4.837806364749223e6
8,4.819088200999998e6
9,3.1520310709666163e6
10,3.246096168625459e6
11,3.0217729365000017e6
12,1.0431868157689441e6
13,716939.0499248449
14,310022.21067226864
15,510603.988344674
16,268729.5038273586
17,254739.18228956754
18,245095.99818223878
19,245106.5436291654
20,245098.18472174427
21,245099.07020615914
22,245092.69606364903
23,245091.6711142028
