plant,unit,value
1,1,657.0
1,2,1350.0
1,3,2.88
1,4,229.0229999999999
1,5,205.42
1,6,26.6
1,7,529.0
1,8,13.64
1,9,255.0
1,10,234.2998
1,11,358.98
1,12,289.5
1,13,37.7
1,14,203.4
1,15,22.27
1,16,81.78
1,17,191.76
1,18,627.64
1,19,692.25
1,20,400.0
1,21,100.0
1,22,200.0
1,23,163.93
1,24,220.02
1,25,26.32
1,26,66.0
1,27,155.04
1,28,8.4
1,29,18.48
1,30,264.0
1,31,43.20040037086867
1,32,255.42
1,33,245.1
1,34,157.38
1,35,12.8
1,36,105.4
1,37,1028.4109999999998
1,38,879.1315236755611
1,39,0.5
1,40,197.0
1,41,89.25
1,42,183.34
1,43,5.4
2,1,16.5
2,2,388.0
2,3,388.0
2,4,350.0
2,5,43.47
2,6,69.3
2,7,3.68
2,8,17.911999999999992
2,9,92.5
2,10,128.84759999999997
2,11,255.13240000000005
2,12,358.95059999999995
2,13,2.4
2,14,124.47319999999999
2,15,314.8364862317417
2,16,16.25
2,17,603.5100045956468
3,1,4.29
3,2,3.63
3,3,10.808003485451536
3,4,3.63
3,5,33.110413977291415
3,6,44.08
3,7,42.03192829368394
3,8,4.29
3,9,4.95
3,10,198.0
3,11,68.09500000000018
3,12,4.29
3,13,4.95
3,14,124.2
3,15,347.0
3,16,77.48
3,17,77.48
3,18,4.95
3,19,33.66
3,20,4.95
3,21,95.76
3,22,4.29
3,23,4.29
3,24,13.39
3,25,32.771404680797644
3,26,10.07
3,27,12.54
3,28,165.54
3,29,26.0
3,30,20.28
3,31,88.92
3,32,533.0
3,33,197.82017233339602
4,1,84.66
4,2,86.00065617262035
