stage,objective
1,2.421445183963798e6
2,1.4786413722949252e6
3,927259.0510844439
4,803669.4605246074
5,927256.9046341367
6,1.0431883922600001e6
7,1.2257961132596917e6
8,1.8026750241754204e6
9,1.860299623084601e6
10,5.841186451715857e6
11,1.2527611758144248e7
12,2.284852587790467e6
13,1.478643792299999e6
14,310007.13533341046
15,336158.31257295515
16,546854.7958070189
17,358547.12121
18,448986.4556213701
19,822971.77421
20,466103.9687400032
21,375099.3482645445
22,245089.92925997797
23,245085.64590877693
