stage,objective
1,3.7121140773330927e6
2,3.4354836178634167e6
3,2.4747303063034564e6
4,2.683954015782431e6
5,1.6881686059292778e6
6,2.284848700230103e6
7,3.02177100728181e6
8,3.021766718159139e6
9,2.284853698907852e6
10,1.637590857499998e6
11,1.0431844907599986e6
12,3.021778480952196e6
13,3.0217691971222684e6
14,4.1889238691212162e6
15,4.1889213823815435e6
16,3.021771318547286e6
17,3.021772254176244e6
18,3.622176237499684e6
19,4.779475142999999e6
20,4.1043860246375315e6
21,7.606437534015976e6
22,3.6964082958921813e6
23,364061.6587338372
