stage,objective
1,3.021774996654749e6
2,3.021768696193233e6
3,3.6964148691696003e6
4,3.0217742173797935e6
5,3.0217703960999995e6
6,3.152030853500001e6
7,3.414314453538917e6
8,3.021778132869445e6
9,2.2848737346407548e6
10,3.0217701632763743e6
11,3.021769389098011e6
12,1.863021441055011e6
13,389638.2002475858
14,510624.5515855886
15,310020.4106719494
16,802946.5457122736
17,1.5281754939692467e6
18,741197.8077600002
19,741197.5902363504
20,309999.3969519951
21,389623.6081999999
22,247401.85688797044
23,324995.5295113893
