stage,objective
1,988617.6768963747
2,964415.1303062327
3,734273.0130083933
4,363839.43490513787
5,281653.90679199994
6,663349.5230999999
7,532845.3470871951
8,716930.0163855609
9,1.6375892407924961e6
10,1.1694489269642644e6
11,1.0051625449999999e6
12,797410.1511000004
13,865619.3469109274
14,927303.6121369228
15,1.5281856206701454e6
16,803670.923751968
17,522735.85953641776
18,268725.82411682047
19,268726.15399
20,336140.9817400002
21,256466.75059000007
22,299787.5970461061
23,975986.7760158936
