stage,objective
1,1.8630375550919846e6
2,687219.4294881187
3,683533.9058175236
4,310002.2285133265
5,663348.7663096394
6,510596.6040599998
7,310000.6541399993
8,336141.7833043812
9,281667.02793920506
10,281658.4709357722
11,256468.27566353977
12,256472.04940684792
13,256479.64744890947
14,245114.79727129592
15,248437.29526519915
16,245094.3041881416
17,256470.16818000004
18,252964.94913707674
19,248403.7758200001
20,252349.02084554522
21,256467.58793256013
22,246228.56421041058
23,245083.59085573856
