plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.72
1,4,204.23199999999994
1,5,165.29800000000012
1,6,24.36
1,7,529.0
1,8,13.2
1,9,255.0
1,10,232.19920000000002
1,11,324.24
1,12,231.6
1,13,30.45
1,14,171.76
1,15,24.89
1,16,73.95
1,17,173.4
1,18,526.11
1,19,553.8
1,20,399.9997
1,21,94.0
1,22,186.0
1,23,150.41
1,24,191.59413257893698
1,25,23.8
1,26,60.0
1,27,138.62613304313447
1,28,7.5
1,29,18.48
1,30,237.6
1,31,44.0
1,32,237.36
1,33,224.46
1,34,147.06
1,35,12.16
1,36,102.0
1,37,969.2329999999998
1,38,725.9518968718771
1,39,0.2
1,40,197.0
1,41,84.0
1,42,154.7378538057634
1,43,5.94
2,1,13.86
2,2,320.41732283474573
2,3,324.95
2,4,341.6
2,5,35.42
2,6,65.25
2,7,3.16
2,8,16.55479999999999
2,9,82.75
2,10,124.64439999999999
2,11,245.9756000000001
2,12,352.2016
2,13,1.68
2,14,119.8928
2,15,302.8
2,16,14.0
2,17,556.8
3,1,4.55
3,2,3.85
3,3,11.2
3,4,3.85
3,5,19.96300000000048
3,6,46.19954014360523
3,7,45.0
3,8,4.55
3,9,5.25
3,10,171.6
3,11,70.4
3,12,4.55
3,13,5.25
3,14,106.26
3,15,339.56
3,16,74.5
3,17,74.5
3,18,5.25
3,19,35.7
3,20,5.25
3,21,89.08565070482932
3,22,4.55
3,23,4.55
3,24,15.45
3,25,31.28
3,26,11.13
3,27,13.86
3,28,133.92
3,29,25.0
3,30,24.220532885668995
3,31,85.5
3,32,521.948
3,33,187.70336274214228
4,1,84.66
4,2,83.85726076149277
