stage,objective
1,2.6511329656856656e6
2,3.02177925233911e6
3,3.6964126388005167e6
4,3.799361504327692e6
5,3.7121110861792043e6
6,4.10438111776796e6
7,4.837804574291214e6
8,3.955283777077228e6
9,3.992549009999998e6
10,4.1889178960999995e6
11,4.188914839484848e6
12,3.0217719484201893e6
13,3.879214081721969e6
14,2.2848677344654053e6
15,802962.9587578978
16,1.0051630377361979e6
17,2.284852782341499e6
18,3.141611380990643e6
19,5.819803617282338e6
20,8.54445401260849e6
21,8.269281447902933e6
22,1.3049033581864345e6
23,1.4835080753917147e6
