region,depth,value
1,1,2316.8
1,2,545.85
1,3,533.75
1,4,342.15000000000003
2,1,2316.8
2,2,545.85
2,3,533.75
2,4,342.15000000000003
3,1,326.44776956047775
3,2,1091.7
3,3,1067.5
3,4,388.2159111244871
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
