stage,objective
1,3.021775700145051e6
2,1.5281845885384977e6
3,1.0051703745254911e6
4,532853.6141446456
5,532852.1613740455
6,716951.9183251131
7,532848.7425599992
8,1.0431865832599998e6
9,716933.8256999999
10,679700.0961000007
11,510595.62048841454
12,291858.1483809855
13,268726.15304000024
14,245092.75314764166
15,248413.14457985386
16,245140.15441949433
17,248424.21030374453
18,248410.39033107483
19,245098.2424368956
20,245108.85809873848
21,245089.02098282776
22,245083.70337416948
23,245083.02260000003
