plant,unit,value
1,1,647.9758633777677
1,2,1333.8
1,3,3.6
1,4,186.41551038073544
1,5,158.61100000000008
1,6,20.44
1,7,518.42
1,8,9.24
1,9,254.29559999999998
1,10,227.99800000000008
1,11,266.34
1,12,200.80697901898523
1,13,29.0
1,14,151.42
1,15,26.2
1,16,61.77
1,17,148.61084710668223
1,18,433.81
1,19,470.73
1,20,399.9991000000001
1,21,88.0
1,22,166.0
1,23,129.36170913316408
1,24,150.54
1,25,19.32
1,26,50.0
1,27,106.08
1,28,6.3
1,29,25.2
1,30,180.2413848822611
1,31,60.0
1,32,211.56
1,33,188.87786867993987
1,34,113.52
1,35,12.8
1,36,74.8
1,37,848.5540232023002
1,38,656.6120000000004
1,39,0.9
1,40,195.71959999999999
1,41,64.75
1,42,133.95591680626384
1,43,8.1
2,1,13.2
2,2,286.15
2,3,286.15
2,4,333.55144360790945
2,5,33.81
2,6,58.05
2,7,2.68
2,8,15.719599999999987
2,9,75.25
2,10,117.81419999999994
2,11,231.09580000000017
2,12,336.004
2,13,3.36
2,14,110.73199999999997
2,15,277.0
2,16,12.95
2,17,467.2
3,1,3.38
3,2,2.86
3,3,8.64
3,4,2.86
3,5,43.287324513186874
3,6,31.92
3,7,31.5
3,8,3.38
3,9,3.9
3,10,151.8
3,11,46.2
3,12,3.38
3,13,3.9
3,14,95.22
3,15,329.64
3,16,58.11
3,17,60.43442777539759
3,18,3.9
3,19,26.52
3,20,3.9
3,21,68.88
3,22,3.38
3,23,3.38
3,24,19.25098932361191
3,25,27.2
3,26,10.07
3,27,12.54
3,28,119.04
3,29,20.5
3,30,28.08
3,31,70.11
3,32,509.0540000000001
3,33,148.58
4,1,63.10185429657473
4,2,64.74
