stage,objective
1,3.021782391218245e6
2,2.4214322623489574e6
3,1.528180542013973e6
4,1.8630309317472503e6
5,2.2848497790168524e6
6,3.021769675683476e6
7,3.021768318826616e6
8,3.021768997015342e6
9,1.6287357808695398e6
10,3.712346053001344e6
11,3.021774706288971e6
12,3.696405587354563e6
13,4.3645428494424e6
14,9.534854608250715e6
15,8.271316204650044e6
16,5.160520414669789e6
17,5.934574775581546e6
18,7.437583623573571e6
19,1.6137559908999905e7
20,4.386440782921752e7
21,6.975423229060408e7
22,4.028469961014242e7
23,4.869369433198598e6
