stage,objective
1,3.983157810874775e6
2,3.6964105046837106e6
3,4.1889249796265513e6
4,4.364528419356838e6
5,5.126738031067997e6
6,4.819086862578288e6
7,3.6902514363391846e6
8,3.5201751384999976e6
9,3.8754416714999974e6
10,3.9925426291010603e6
11,2.421427260775946e6
12,3.0217665921538807e6
13,3.0217733044999987e6
14,3.696413417874478e6
15,3.992553776130479e6
16,3.69640832371575e6
17,2.4165101242968123e6
18,3.696408602023497e6
19,3.7993592519764863e6
20,7.707937625339884e6
21,4.837804556771377e6
22,4.212714303262533e6
23,488312.52765284554
