stage,objective
1,3.021781130396478e6
2,3.036330409831792e6
3,3.5201741677548364e6
4,3.0217715648145527e6
5,3.0217703960999995e6
6,3.021773280500002e6
7,3.0217711218517646e6
8,1.8630246985e6
9,1.8451649954999983e6
10,3.0217729612950906e6
11,3.994698745747015e6
12,4.819085245797105e6
13,3.0217733044999987e6
14,802955.3159958702
15,1.0051628885094617e6
16,1.52817819949333e6
17,2.1164166008606683e6
18,3.5424318400981e6
19,3.021769202415861e6
20,3.021767980270746e6
21,1.0051630434000003e6
22,927256.921886974
23,1.3585399871584417e6
