stage,objective
1,3.0217801042937487e6
2,1.9968911086676195e6
3,3.02176975435178e6
4,2.683955685130708e6
5,3.0217703960999995e6
6,3.021771333499998e6
7,3.021771438000001e6
8,3.2460951068777367e6
9,4.1043792359834537e6
10,4.331000201203831e6
11,3.0217716755999997e6
12,2.5555039045557864e6
13,1.5281748159999996e6
14,1.5281820614470765e6
15,802959.6366339829
16,532853.112430742
17,336143.54811719386
18,532850.0770999999
19,734262.9067600002
20,802945.3694076766
21,1.04318648526e6
22,6.068291764256737e6
23,2.7777545951248007e6
