stage,objective
1,2.421443056424506e6
2,3.0217703950000033e6
3,3.0217687477411255e6
4,3.021770537289396e6
5,3.0217731405000016e6
6,3.036334665892966e6
7,3.021770135385804e6
8,3.6964063762468845e6
9,2.8372001997926496e6
10,2.1164228529580757e6
11,1.3793753453489095e6
12,1.863023171500001e6
13,3.021775204999998e6
14,1.995083898579521e6
15,2.8546881875215694e6
16,1.2662110998142976e6
17,2.2093904461376593e6
18,802945.3852329347
19,1.492927371969602e6
20,3.0217663357300125e6
21,1.8461043352121967e6
22,1.4504079595977583e6
23,2.899465842119725e6
