stage,objective
1,3.5201717051148936e6
2,3.1684742599814087e6
3,3.712118884506032e6
4,3.8865621097186133e6
5,3.9925443143649325e6
6,3.696406404121831e6
7,3.2698909438910633e6
8,3.955284297684647e6
9,3.992549009999998e6
10,4.1043836974241883e6
11,4.1980672893348485e6
12,9.42930443474251e6
13,9.501645165866673e6
14,1.894921685722199e7
15,9.45942526629126e6
16,1.848539114719987e7
17,1.8396799284777254e7
18,1.8397883486870736e7
19,2.0687155289215416e7
20,5.961496182883808e7
21,5.917009646085646e7
22,3.616145740111701e7
23,7.911912490923818e6
