stage,objective
1,3.712124752118498e6
2,3.021772281499997e6
3,3.7121186347776353e6
4,4.1889214882120937e6
5,3.696406148007214e6
6,4.561619139526293e6
7,4.783134708160415e6
8,8.448447949566253e6
9,8.171331663223349e6
10,1.4549957278919466e7
11,4.819083010826245e6
12,4.837805637548417e6
13,3.021769644855868e6
14,3.9164739417141043e6
15,1.0431952236319892e6
16,1.528173964716548e6
17,802945.498680247
18,532850.5240599997
19,291862.65414000023
20,1.2473865253742142e6
21,2.9822987290997943e6
22,2.8443304335831054e6
23,2.1661024428484053e6
