stage,objective
1,2.2848526440000013e6
2,2.284865532771267e6
3,1.8630201295720115e6
4,1.528177561343547e6
5,1.263927645092994e6
6,1.0431883922600001e6
7,870356.1482600011
8,741199.3712600004
9,291864.58813999966
10,510594.21460691467
11,310000.52498999983
12,510596.4484000001
13,870355.2172599994
14,1.52818270918742e6
15,908416.9942071289
16,1.2639669377215318e6
17,1.5282200377271324e6
18,803006.1617939817
19,1.4786687688057842e6
20,807906.6217238549
21,3.414315168601781e6
22,4.364534939328296e6
23,3.8080412453370513e6
