stage,objective
1,3.0217772382448763e6
2,2.2848523515192643e6
3,2.7002339216563553e6
4,3.021774640379891e6
5,3.452563396341011e6
6,3.5201703771227673e6
7,3.4903951743644774e6
8,3.414347209442407e6
9,3.4904166104214787e6
10,2.2848696156522e6
11,3.0217686098775603e6
12,3.681880307500005e6
13,3.9925468935000002e6
14,3.992544547653906e6
15,3.955290112704359e6
16,2.2848577697874997e6
17,3.021768404294243e6
18,2.421557766877139e6
19,1.374524978811414e6
20,1.0431849677599999e6
21,510611.2871961866
22,1.5281849152975793e6
23,245085.64891082695
